,Elambda,mu.1,Q.1,c.1,R1,R2,R3
37404,42.0,267.0,55.0,97.83333333333333,0,0,1
37405,42.0,267.0,60.0,103.16666666666667,0,0,1
37406,42.0,267.0,65.0,107.86666666666666,0,0,1
37407,42.0,267.0,70.0,112.16666666666667,0,0,1
37408,42.0,267.0,75.0,115.76666666666667,0,0,1
37409,42.0,267.0,80.0,121.16666666666667,0,0,1
37410,42.0,267.0,85.0,125.8,0,0,1
37411,42.0,267.0,90.0,130.06666666666666,0,0,1
37412,42.0,267.0,95.0,138.23333333333332,0,0,1
37413,42.0,267.0,100.0,142.9,0,0,1
37414,42.0,267.0,105.0,145.63333333333333,0,0,1
37415,42.0,267.0,110.0,152.06666666666666,0,0,1
37416,42.0,267.0,115.0,156.43333333333334,0,0,1
37417,42.0,267.0,120.0,163.23333333333332,0,0,1
37418,42.0,267.0,125.0,168.4,0,0,1
37419,42.0,267.0,130.0,173.0,0,0,1
37420,42.0,267.0,135.0,174.86666666666667,0,0,1
37421,42.0,267.0,140.0,180.8,0,0,1
37422,42.0,267.0,145.0,187.13333333333333,0,0,1
37423,42.0,267.0,150.0,189.53333333333333,0,0,1
37424,42.0,267.0,155.0,197.13333333333333,0,0,1
37425,42.0,267.0,160.0,201.33333333333334,0,0,1
37426,42.0,267.0,165.0,206.36666666666667,0,0,1
37427,42.0,267.0,170.0,210.13333333333333,0,0,1
37428,42.0,267.0,175.0,217.23333333333332,0,0,1
37429,42.0,267.0,180.0,221.96666666666667,0,0,1
37430,42.0,267.0,185.0,227.26666666666668,0,0,1
37431,42.0,267.0,190.0,235.1,0,0,1
37432,42.0,267.0,195.0,234.5,0,0,1
37433,42.0,267.0,200.0,240.8,0,0,1
37434,42.0,267.0,205.0,245.46666666666667,0,0,1
37435,42.0,267.0,210.0,248.53333333333333,0,1,0
37436,42.0,267.0,215.0,256.7,0,1,0
37437,42.0,267.0,220.0,262.53333333333336,0,1,0
37438,42.0,267.0,225.0,262.7,0,1,0
37439,42.0,267.0,230.0,261.0,0,1,0
37440,42.0,267.0,235.0,262.73333333333335,0,1,0
37441,42.0,267.0,240.0,272.23333333333335,0,1,0
37442,42.0,267.0,245.0,265.2,1,0,0
37443,42.0,267.0,250.0,266.8333333333333,1,0,0
37444,42.0,267.0,255.0,269.5,1,0,0
37445,42.0,267.0,260.0,267.76666666666665,1,0,0
37446,42.0,267.0,265.0,266.2,1,0,0
37447,42.0,267.0,270.0,264.23333333333335,1,0,0
37448,42.0,267.0,275.0,268.3333333333333,1,0,0
37449,42.0,267.0,280.0,271.96666666666664,1,0,0
37450,42.0,267.0,285.0,267.4,1,0,0
37451,42.0,267.0,290.0,268.2,1,0,0
37452,42.0,267.0,295.0,266.8666666666667,1,0,0
37453,42.0,267.0,300.0,269.03333333333336,1,0,0
41663,47.0,267.0,0.0,46.43333333333333,0,0,1
41664,47.0,267.0,5.0,52.233333333333334,0,0,1
41665,47.0,267.0,10.0,56.233333333333334,0,0,1
41666,47.0,267.0,15.0,64.13333333333334,0,0,1
41667,47.0,267.0,20.0,67.73333333333333,0,0,1
41668,47.0,267.0,25.0,71.16666666666667,0,0,1
41669,47.0,267.0,30.0,78.23333333333333,0,0,1
41670,47.0,267.0,35.0,79.96666666666667,0,0,1
41671,47.0,267.0,40.0,85.43333333333334,0,0,1
41672,47.0,267.0,45.0,91.86666666666666,0,0,1
41673,47.0,267.0,50.0,94.13333333333334,0,0,1
41674,47.0,267.0,55.0,103.16666666666667,0,0,1
41675,47.0,267.0,60.0,107.73333333333333,0,0,1
41676,47.0,267.0,65.0,111.6,0,0,1
41677,47.0,267.0,70.0,114.86666666666666,0,0,1
41678,47.0,267.0,75.0,123.83333333333333,0,0,1
41679,47.0,267.0,80.0,126.03333333333333,0,0,1
41680,47.0,267.0,85.0,133.1,0,0,1
41681,47.0,267.0,90.0,137.7,0,0,1
41682,47.0,267.0,95.0,143.43333333333334,0,0,1
41683,47.0,267.0,100.0,147.66666666666666,0,0,1
41684,47.0,267.0,105.0,151.53333333333333,0,0,1
41685,47.0,267.0,110.0,156.5,0,0,1
41686,47.0,267.0,115.0,161.86666666666667,0,0,1
41687,47.0,267.0,120.0,167.03333333333333,0,0,1
41688,47.0,267.0,125.0,171.66666666666666,0,0,1
41689,47.0,267.0,130.0,175.73333333333332,0,0,1
41690,47.0,267.0,135.0,180.96666666666667,0,0,1
41691,47.0,267.0,140.0,188.13333333333333,0,0,1
41692,47.0,267.0,145.0,190.16666666666666,0,0,1
41693,47.0,267.0,150.0,195.33333333333334,0,0,1
41694,47.0,267.0,155.0,201.33333333333334,0,0,1
41695,47.0,267.0,160.0,206.3,0,0,1
41696,47.0,267.0,165.0,212.06666666666666,0,0,1
41697,47.0,267.0,170.0,217.4,0,0,1
41698,47.0,267.0,175.0,221.66666666666666,0,0,1
41699,47.0,267.0,180.0,227.6,0,0,1
41700,47.0,267.0,185.0,231.73333333333332,0,0,1
41701,47.0,267.0,190.0,236.76666666666668,0,0,1
41702,47.0,267.0,195.0,243.16666666666666,0,0,1
41703,47.0,267.0,200.0,245.8,0,0,1
41704,47.0,267.0,205.0,252.16666666666666,0,1,0
41705,47.0,267.0,210.0,253.43333333333334,0,1,0
41706,47.0,267.0,215.0,256.53333333333336,0,1,0
41707,47.0,267.0,220.0,260.6666666666667,0,1,0
41708,47.0,267.0,225.0,257.8333333333333,0,1,0
41709,47.0,267.0,230.0,265.1333333333333,0,1,0
41710,47.0,267.0,235.0,263.43333333333334,0,1,0
41711,47.0,267.0,240.0,267.03333333333336,1,0,0
41712,47.0,267.0,245.0,268.6666666666667,1,0,0
41713,47.0,267.0,250.0,270.3333333333333,1,0,0
41714,47.0,267.0,255.0,264.23333333333335,1,0,0
41715,47.0,267.0,260.0,267.03333333333336,1,0,0
41716,47.0,267.0,265.0,266.26666666666665,1,0,0
41717,47.0,267.0,270.0,269.3333333333333,1,0,0
41718,47.0,267.0,275.0,261.76666666666665,1,0,0
41719,47.0,267.0,280.0,268.73333333333335,1,0,0
41720,47.0,267.0,285.0,265.9,1,0,0
41721,47.0,267.0,290.0,267.06666666666666,1,0,0
41722,47.0,267.0,295.0,267.93333333333334,1,0,0
41723,47.0,267.0,300.0,269.1,1,0,0
45933,52.0,267.0,0.0,51.9,0,0,1
45934,52.0,267.0,5.0,56.6,0,0,1
45935,52.0,267.0,10.0,61.266666666666666,0,0,1
45936,52.0,267.0,15.0,67.1,0,0,1
45937,52.0,267.0,20.0,71.5,0,0,1
45938,52.0,267.0,25.0,78.1,0,0,1
45939,52.0,267.0,30.0,82.63333333333334,0,0,1
45940,52.0,267.0,35.0,88.16666666666667,0,0,1
45941,52.0,267.0,40.0,92.73333333333333,0,0,1
45942,52.0,267.0,45.0,96.26666666666667,0,0,1
45943,52.0,267.0,50.0,101.5,0,0,1
45944,52.0,267.0,55.0,105.8,0,0,1
45945,52.0,267.0,60.0,113.06666666666666,0,0,1
45946,52.0,267.0,65.0,115.96666666666667,0,0,1
45947,52.0,267.0,70.0,122.93333333333334,0,0,1
45948,52.0,267.0,75.0,125.96666666666667,0,0,1
45949,52.0,267.0,80.0,133.0,0,0,1
45950,52.0,267.0,85.0,137.33333333333334,0,0,1
45951,52.0,267.0,90.0,140.96666666666667,0,0,1
45952,52.0,267.0,95.0,145.53333333333333,0,0,1
45953,52.0,267.0,100.0,151.1,0,0,1
45954,52.0,267.0,105.0,156.46666666666667,0,0,1
45955,52.0,267.0,110.0,160.43333333333334,0,0,1
45956,52.0,267.0,115.0,166.46666666666667,0,0,1
45957,52.0,267.0,120.0,173.6,0,0,1
45958,52.0,267.0,125.0,176.7,0,0,1
45959,52.0,267.0,130.0,182.56666666666666,0,0,1
45960,52.0,267.0,135.0,187.03333333333333,0,0,1
45961,52.0,267.0,140.0,194.66666666666666,0,0,1
45962,52.0,267.0,145.0,197.13333333333333,0,0,1
45963,52.0,267.0,150.0,199.63333333333333,0,0,1
45964,52.0,267.0,155.0,208.73333333333332,0,0,1
45965,52.0,267.0,160.0,212.46666666666667,0,0,1
45966,52.0,267.0,165.0,219.33333333333334,0,0,1
45967,52.0,267.0,170.0,220.63333333333333,0,0,1
45968,52.0,267.0,175.0,226.5,0,0,1
45969,52.0,267.0,180.0,231.9,0,0,1
45970,52.0,267.0,185.0,236.96666666666667,0,0,1
45971,52.0,267.0,190.0,241.46666666666667,0,0,1
45972,52.0,267.0,195.0,246.46666666666667,0,0,1
45973,52.0,267.0,200.0,247.8,0,1,0
45974,52.0,267.0,205.0,252.43333333333334,0,1,0
45975,52.0,267.0,210.0,257.6666666666667,0,1,0
45976,52.0,267.0,215.0,259.5,0,1,0
45977,52.0,267.0,220.0,260.0,0,1,0
45978,52.0,267.0,225.0,262.3666666666667,0,1,0
45979,52.0,267.0,230.0,263.8,0,1,0
45980,52.0,267.0,235.0,267.3333333333333,1,0,0
45981,52.0,267.0,240.0,267.7,1,0,0
45982,52.0,267.0,245.0,265.3333333333333,1,0,0
45983,52.0,267.0,250.0,264.43333333333334,1,0,0
45984,52.0,267.0,255.0,271.73333333333335,1,0,0
45985,52.0,267.0,260.0,268.1333333333333,1,0,0
45986,52.0,267.0,265.0,261.06666666666666,1,0,0
45987,52.0,267.0,270.0,272.53333333333336,1,0,0
45988,52.0,267.0,275.0,270.03333333333336,1,0,0
45989,52.0,267.0,280.0,267.8666666666667,1,0,0
45990,52.0,267.0,285.0,265.76666666666665,1,0,0
45991,52.0,267.0,290.0,265.5,1,0,0
45992,52.0,267.0,295.0,266.6333333333333,1,0,0
45993,52.0,267.0,300.0,260.8666666666667,1,0,0
50203,57.0,267.0,0.0,57.13333333333333,0,0,1
50204,57.0,267.0,5.0,62.766666666666666,0,0,1
50205,57.0,267.0,10.0,68.76666666666667,0,0,1
50206,57.0,267.0,15.0,72.13333333333334,0,0,1
50207,57.0,267.0,20.0,75.16666666666667,0,0,1
50208,57.0,267.0,25.0,81.0,0,0,1
50209,57.0,267.0,30.0,87.43333333333334,0,0,1
50210,57.0,267.0,35.0,93.7,0,0,1
50211,57.0,267.0,40.0,96.56666666666666,0,0,1
50212,57.0,267.0,45.0,102.93333333333334,0,0,1
50213,57.0,267.0,50.0,104.5,0,0,1
50214,57.0,267.0,55.0,109.5,0,0,1
50215,57.0,267.0,60.0,117.73333333333333,0,0,1
50216,57.0,267.0,65.0,123.83333333333333,0,0,1
50217,57.0,267.0,70.0,128.3,0,0,1
50218,57.0,267.0,75.0,130.93333333333334,0,0,1
50219,57.0,267.0,80.0,138.53333333333333,0,0,1
50220,57.0,267.0,85.0,139.83333333333334,0,0,1
50221,57.0,267.0,90.0,148.03333333333333,0,0,1
50222,57.0,267.0,95.0,154.63333333333333,0,0,1
50223,57.0,267.0,100.0,158.43333333333334,0,0,1
50224,57.0,267.0,105.0,161.3,0,0,1
50225,57.0,267.0,110.0,167.96666666666667,0,0,1
50226,57.0,267.0,115.0,171.33333333333334,0,0,1
50227,57.0,267.0,120.0,177.56666666666666,0,0,1
50228,57.0,267.0,125.0,183.63333333333333,0,0,1
50229,57.0,267.0,130.0,185.76666666666668,0,0,1
50230,57.0,267.0,135.0,194.6,0,0,1
50231,57.0,267.0,140.0,196.9,0,0,1
50232,57.0,267.0,145.0,200.2,0,0,1
50233,57.0,267.0,150.0,205.13333333333333,0,0,1
50234,57.0,267.0,155.0,212.33333333333334,0,0,1
50235,57.0,267.0,160.0,217.6,0,0,1
50236,57.0,267.0,165.0,221.96666666666667,0,0,1
50237,57.0,267.0,170.0,228.13333333333333,0,0,1
50238,57.0,267.0,175.0,231.66666666666666,0,0,1
50239,57.0,267.0,180.0,235.43333333333334,0,0,1
50240,57.0,267.0,185.0,242.33333333333334,0,0,1
50241,57.0,267.0,190.0,249.36666666666667,0,0,1
50242,57.0,267.0,195.0,251.0,0,1,0
50243,57.0,267.0,200.0,256.93333333333334,0,1,0
50244,57.0,267.0,205.0,257.23333333333335,0,1,0
50245,57.0,267.0,210.0,262.1333333333333,0,1,0
50246,57.0,267.0,215.0,264.9,0,1,0
50247,57.0,267.0,220.0,265.4,0,1,0
50248,57.0,267.0,225.0,262.53333333333336,0,1,0
50249,57.0,267.0,230.0,264.3,1,0,0
50250,57.0,267.0,235.0,270.6,1,0,0
50251,57.0,267.0,240.0,266.6,1,0,0
50252,57.0,267.0,245.0,265.76666666666665,1,0,0
50253,57.0,267.0,250.0,267.93333333333334,1,0,0
50254,57.0,267.0,255.0,261.8333333333333,1,0,0
50255,57.0,267.0,260.0,272.6,1,0,0
50256,57.0,267.0,265.0,269.4,1,0,0
50257,57.0,267.0,270.0,273.7,1,0,0
50258,57.0,267.0,275.0,272.1333333333333,1,0,0
50259,57.0,267.0,280.0,273.73333333333335,1,0,0
50260,57.0,267.0,285.0,270.6666666666667,1,0,0
50261,57.0,267.0,290.0,262.8333333333333,1,0,0
50262,57.0,267.0,295.0,266.8,1,0,0
50263,57.0,267.0,300.0,266.0,1,0,0
54473,62.0,267.0,0.0,63.833333333333336,0,0,1
54474,62.0,267.0,5.0,67.86666666666666,0,0,1
54475,62.0,267.0,10.0,71.8,0,0,1
54476,62.0,267.0,15.0,78.8,0,0,1
54477,62.0,267.0,20.0,80.23333333333333,0,0,1
54478,62.0,267.0,25.0,84.46666666666667,0,0,1
54479,62.0,267.0,30.0,90.33333333333333,0,0,1
54480,62.0,267.0,35.0,96.33333333333333,0,0,1
54481,62.0,267.0,40.0,100.3,0,0,1
54482,62.0,267.0,45.0,107.33333333333333,0,0,1
54483,62.0,267.0,50.0,113.53333333333333,0,0,1
54484,62.0,267.0,55.0,118.4,0,0,1
54485,62.0,267.0,60.0,123.13333333333334,0,0,1
54486,62.0,267.0,65.0,124.26666666666667,0,0,1
54487,62.0,267.0,70.0,132.43333333333334,0,0,1
54488,62.0,267.0,75.0,135.6,0,0,1
54489,62.0,267.0,80.0,141.73333333333332,0,0,1
54490,62.0,267.0,85.0,145.96666666666667,0,0,1
54491,62.0,267.0,90.0,152.6,0,0,1
54492,62.0,267.0,95.0,159.4,0,0,1
54493,62.0,267.0,100.0,162.8,0,0,1
54494,62.0,267.0,105.0,167.6,0,0,1
54495,62.0,267.0,110.0,169.73333333333332,0,0,1
54496,62.0,267.0,115.0,175.63333333333333,0,0,1
54497,62.0,267.0,120.0,181.93333333333334,0,0,1
54498,62.0,267.0,125.0,188.5,0,0,1
54499,62.0,267.0,130.0,190.43333333333334,0,0,1
54500,62.0,267.0,135.0,194.1,0,0,1
54501,62.0,267.0,140.0,202.13333333333333,0,0,1
54502,62.0,267.0,145.0,209.43333333333334,0,0,1
54503,62.0,267.0,150.0,210.7,0,0,1
54504,62.0,267.0,155.0,215.16666666666666,0,0,1
54505,62.0,267.0,160.0,221.03333333333333,0,0,1
54506,62.0,267.0,165.0,225.23333333333332,0,0,1
54507,62.0,267.0,170.0,232.76666666666668,0,0,1
54508,62.0,267.0,175.0,235.9,0,0,1
54509,62.0,267.0,180.0,239.66666666666666,0,0,1
54510,62.0,267.0,185.0,245.73333333333332,0,0,1
54511,62.0,267.0,190.0,251.13333333333333,0,1,0
54512,62.0,267.0,195.0,252.9,0,1,0
54513,62.0,267.0,200.0,257.3666666666667,0,1,0
54514,62.0,267.0,205.0,262.6,0,1,0
54515,62.0,267.0,210.0,264.3,0,1,0
54516,62.0,267.0,215.0,268.1,0,1,0
54517,62.0,267.0,220.0,262.7,0,1,0
54518,62.0,267.0,225.0,265.26666666666665,1,0,0
54519,62.0,267.0,230.0,268.1666666666667,1,0,0
54520,62.0,267.0,235.0,263.96666666666664,1,0,0
54521,62.0,267.0,240.0,265.73333333333335,1,0,0
54522,62.0,267.0,245.0,266.03333333333336,1,0,0
54523,62.0,267.0,250.0,267.06666666666666,1,0,0
54524,62.0,267.0,255.0,267.06666666666666,1,0,0
54525,62.0,267.0,260.0,269.43333333333334,1,0,0
54526,62.0,267.0,265.0,267.96666666666664,1,0,0
54527,62.0,267.0,270.0,271.3333333333333,1,0,0
54528,62.0,267.0,275.0,264.26666666666665,1,0,0
54529,62.0,267.0,280.0,268.8666666666667,1,0,0
54530,62.0,267.0,285.0,263.8,1,0,0
54531,62.0,267.0,290.0,269.6,1,0,0
54532,62.0,267.0,295.0,270.76666666666665,1,0,0
54533,62.0,267.0,300.0,267.8,1,0,0
58743,67.0,267.0,0.0,69.03333333333333,0,0,1
58744,67.0,267.0,5.0,71.86666666666666,0,0,1
58745,67.0,267.0,10.0,75.93333333333334,0,0,1
58746,67.0,267.0,15.0,81.63333333333334,0,0,1
58747,67.0,267.0,20.0,88.6,0,0,1
58748,67.0,267.0,25.0,92.56666666666666,0,0,1
58749,67.0,267.0,30.0,95.1,0,0,1
58750,67.0,267.0,35.0,101.63333333333334,0,0,1
58751,67.0,267.0,40.0,107.46666666666667,0,0,1
58752,67.0,267.0,45.0,111.66666666666667,0,0,1
58753,67.0,267.0,50.0,120.0,0,0,1
58754,67.0,267.0,55.0,123.56666666666666,0,0,1
58755,67.0,267.0,60.0,126.1,0,0,1
58756,67.0,267.0,65.0,130.46666666666667,0,0,1
58757,67.0,267.0,70.0,137.66666666666666,0,0,1
58758,67.0,267.0,75.0,141.13333333333333,0,0,1
58759,67.0,267.0,80.0,146.03333333333333,0,0,1
58760,67.0,267.0,85.0,152.2,0,0,1
58761,67.0,267.0,90.0,160.6,0,0,1
58762,67.0,267.0,95.0,163.83333333333334,0,0,1
58763,67.0,267.0,100.0,167.9,0,0,1
58764,67.0,267.0,105.0,170.76666666666668,0,0,1
58765,67.0,267.0,110.0,178.16666666666666,0,0,1
58766,67.0,267.0,115.0,184.16666666666666,0,0,1
58767,67.0,267.0,120.0,185.66666666666666,0,0,1
58768,67.0,267.0,125.0,190.96666666666667,0,0,1
58769,67.0,267.0,130.0,195.53333333333333,0,0,1
58770,67.0,267.0,135.0,202.9,0,0,1
58771,67.0,267.0,140.0,209.56666666666666,0,0,1
58772,67.0,267.0,145.0,210.36666666666667,0,0,1
58773,67.0,267.0,150.0,218.66666666666666,0,0,1
58774,67.0,267.0,155.0,221.7,0,0,1
58775,67.0,267.0,160.0,226.33333333333334,0,0,1
58776,67.0,267.0,165.0,231.06666666666666,0,0,1
58777,67.0,267.0,170.0,234.83333333333334,0,0,1
58778,67.0,267.0,175.0,241.7,0,0,1
58779,67.0,267.0,180.0,246.5,0,0,1
58780,67.0,267.0,185.0,250.4,0,1,0
58781,67.0,267.0,190.0,254.56666666666666,0,1,0
58782,67.0,267.0,195.0,257.1333333333333,0,1,0
58783,67.0,267.0,200.0,259.93333333333334,0,1,0
58784,67.0,267.0,205.0,258.76666666666665,0,1,0
58785,67.0,267.0,210.0,263.06666666666666,0,1,0
58786,67.0,267.0,215.0,270.7,0,1,0
58787,67.0,267.0,220.0,263.8333333333333,1,0,0
58788,67.0,267.0,225.0,268.26666666666665,1,0,0
58789,67.0,267.0,230.0,265.8,1,0,0
58790,67.0,267.0,235.0,265.43333333333334,1,0,0
58791,67.0,267.0,240.0,270.8,1,0,0
58792,67.0,267.0,245.0,268.1333333333333,1,0,0
58793,67.0,267.0,250.0,266.46666666666664,1,0,0
58794,67.0,267.0,255.0,268.3333333333333,1,0,0
58795,67.0,267.0,260.0,270.26666666666665,1,0,0
58796,67.0,267.0,265.0,268.03333333333336,1,0,0
58797,67.0,267.0,270.0,267.8333333333333,1,0,0
58798,67.0,267.0,275.0,269.6,1,0,0
58799,67.0,267.0,280.0,268.8666666666667,1,0,0
58800,67.0,267.0,285.0,265.3666666666667,1,0,0
58801,67.0,267.0,290.0,269.46666666666664,1,0,0
58802,67.0,267.0,295.0,266.0,1,0,0
58803,67.0,267.0,300.0,268.03333333333336,1,0,0
63013,72.0,267.0,0.0,72.96666666666667,0,0,1
63014,72.0,267.0,5.0,75.33333333333333,0,0,1
63015,72.0,267.0,10.0,82.76666666666667,0,0,1
63016,72.0,267.0,15.0,85.73333333333333,0,0,1
63017,72.0,267.0,20.0,93.33333333333333,0,0,1
63018,72.0,267.0,25.0,98.16666666666667,0,0,1
63019,72.0,267.0,30.0,103.26666666666667,0,0,1
63020,72.0,267.0,35.0,107.7,0,0,1
63021,72.0,267.0,40.0,111.86666666666666,0,0,1
63022,72.0,267.0,45.0,115.8,0,0,1
63023,72.0,267.0,50.0,122.43333333333334,0,0,1
63024,72.0,267.0,55.0,125.53333333333333,0,0,1
63025,72.0,267.0,60.0,132.9,0,0,1
63026,72.0,267.0,65.0,136.8,0,0,1
63027,72.0,267.0,70.0,141.73333333333332,0,0,1
63028,72.0,267.0,75.0,145.9,0,0,1
63029,72.0,267.0,80.0,151.76666666666668,0,0,1
63030,72.0,267.0,85.0,157.03333333333333,0,0,1
63031,72.0,267.0,90.0,162.06666666666666,0,0,1
63032,72.0,267.0,95.0,167.66666666666666,0,0,1
63033,72.0,267.0,100.0,173.96666666666667,0,0,1
63034,72.0,267.0,105.0,177.8,0,0,1
63035,72.0,267.0,110.0,185.5,0,0,1
63036,72.0,267.0,115.0,184.53333333333333,0,0,1
63037,72.0,267.0,120.0,192.13333333333333,0,0,1
63038,72.0,267.0,125.0,194.53333333333333,0,0,1
63039,72.0,267.0,130.0,202.9,0,0,1
63040,72.0,267.0,135.0,207.33333333333334,0,0,1
63041,72.0,267.0,140.0,211.9,0,0,1
63042,72.0,267.0,145.0,217.43333333333334,0,0,1
63043,72.0,267.0,150.0,223.36666666666667,0,0,1
63044,72.0,267.0,155.0,227.6,0,0,1
63045,72.0,267.0,160.0,231.53333333333333,0,0,1
63046,72.0,267.0,165.0,238.56666666666666,0,0,1
63047,72.0,267.0,170.0,240.8,0,0,1
63048,72.0,267.0,175.0,248.36666666666667,0,0,1
63049,72.0,267.0,180.0,248.0,0,1,0
63050,72.0,267.0,185.0,252.43333333333334,0,1,0
63051,72.0,267.0,190.0,253.43333333333334,0,1,0
63052,72.0,267.0,195.0,262.7,0,1,0
63053,72.0,267.0,200.0,265.2,0,1,0
63054,72.0,267.0,205.0,263.5,0,1,0
63055,72.0,267.0,210.0,266.5,0,1,0
63056,72.0,267.0,215.0,266.4,1,0,0
63057,72.0,267.0,220.0,269.53333333333336,1,0,0
63058,72.0,267.0,225.0,262.73333333333335,1,0,0
63059,72.0,267.0,230.0,268.1,1,0,0
63060,72.0,267.0,235.0,268.03333333333336,1,0,0
63061,72.0,267.0,240.0,267.73333333333335,1,0,0
63062,72.0,267.0,245.0,269.3666666666667,1,0,0
63063,72.0,267.0,250.0,271.1333333333333,1,0,0
63064,72.0,267.0,255.0,269.76666666666665,1,0,0
63065,72.0,267.0,260.0,268.4,1,0,0
63066,72.0,267.0,265.0,265.7,1,0,0
63067,72.0,267.0,270.0,264.43333333333334,1,0,0
63068,72.0,267.0,275.0,265.1,1,0,0
63069,72.0,267.0,280.0,270.3333333333333,1,0,0
63070,72.0,267.0,285.0,268.8,1,0,0
63071,72.0,267.0,290.0,267.46666666666664,1,0,0
63072,72.0,267.0,295.0,263.5,1,0,0
63073,72.0,267.0,300.0,271.53333333333336,1,0,0
67283,77.0,267.0,0.0,76.86666666666666,0,0,1
67284,77.0,267.0,5.0,79.4,0,0,1
67285,77.0,267.0,10.0,85.96666666666667,0,0,1
67286,77.0,267.0,15.0,93.16666666666667,0,0,1
67287,77.0,267.0,20.0,97.43333333333334,0,0,1
67288,77.0,267.0,25.0,103.86666666666666,0,0,1
67289,77.0,267.0,30.0,104.53333333333333,0,0,1
67290,77.0,267.0,35.0,110.9,0,0,1
67291,77.0,267.0,40.0,115.23333333333333,0,0,1
67292,77.0,267.0,45.0,122.53333333333333,0,0,1
67293,77.0,267.0,50.0,124.46666666666667,0,0,1
67294,77.0,267.0,55.0,130.73333333333332,0,0,1
67295,77.0,267.0,60.0,133.66666666666666,0,0,1
67296,77.0,267.0,65.0,141.76666666666668,0,0,1
67297,77.0,267.0,70.0,144.56666666666666,0,0,1
67298,77.0,267.0,75.0,154.13333333333333,0,0,1
67299,77.0,267.0,80.0,158.33333333333334,0,0,1
67300,77.0,267.0,85.0,162.2,0,0,1
67301,77.0,267.0,90.0,168.1,0,0,1
67302,77.0,267.0,95.0,171.0,0,0,1
67303,77.0,267.0,100.0,177.2,0,0,1
67304,77.0,267.0,105.0,182.06666666666666,0,0,1
67305,77.0,267.0,110.0,185.16666666666666,0,0,1
67306,77.0,267.0,115.0,191.66666666666666,0,0,1
67307,77.0,267.0,120.0,194.76666666666668,0,0,1
67308,77.0,267.0,125.0,200.93333333333334,0,0,1
67309,77.0,267.0,130.0,207.1,0,0,1
67310,77.0,267.0,135.0,213.1,0,0,1
67311,77.0,267.0,140.0,215.9,0,0,1
67312,77.0,267.0,145.0,223.13333333333333,0,0,1
67313,77.0,267.0,150.0,227.16666666666666,0,0,1
67314,77.0,267.0,155.0,229.73333333333332,0,0,1
67315,77.0,267.0,160.0,235.66666666666666,0,0,1
67316,77.0,267.0,165.0,244.9,0,0,1
67317,77.0,267.0,170.0,247.36666666666667,0,0,1
67318,77.0,267.0,175.0,250.83333333333334,0,1,0
67319,77.0,267.0,180.0,254.8,0,1,0
67320,77.0,267.0,185.0,255.33333333333334,0,1,0
67321,77.0,267.0,190.0,260.9,0,1,0
67322,77.0,267.0,195.0,258.76666666666665,0,1,0
67323,77.0,267.0,200.0,264.0,0,1,0
67324,77.0,267.0,205.0,264.3,0,1,0
67325,77.0,267.0,210.0,273.5,1,0,0
67326,77.0,267.0,215.0,264.9,1,0,0
67327,77.0,267.0,220.0,263.96666666666664,1,0,0
67328,77.0,267.0,225.0,268.0,1,0,0
67329,77.0,267.0,230.0,266.8,1,0,0
67330,77.0,267.0,235.0,267.26666666666665,1,0,0
67331,77.0,267.0,240.0,267.53333333333336,1,0,0
67332,77.0,267.0,245.0,273.1333333333333,1,0,0
67333,77.0,267.0,250.0,267.73333333333335,1,0,0
67334,77.0,267.0,255.0,268.23333333333335,1,0,0
67335,77.0,267.0,260.0,266.56666666666666,1,0,0
67336,77.0,267.0,265.0,268.26666666666665,1,0,0
67337,77.0,267.0,270.0,262.7,1,0,0
67338,77.0,267.0,275.0,265.6,1,0,0
67339,77.0,267.0,280.0,264.76666666666665,1,0,0
67340,77.0,267.0,285.0,271.1,1,0,0
67341,77.0,267.0,290.0,271.8,1,0,0
67342,77.0,267.0,295.0,270.23333333333335,1,0,0
67343,77.0,267.0,300.0,269.93333333333334,1,0,0
71553,82.0,267.0,0.0,82.2,0,0,1
71554,82.0,267.0,5.0,87.33333333333333,0,0,1
71555,82.0,267.0,10.0,90.73333333333333,0,0,1
71556,82.0,267.0,15.0,97.7,0,0,1
71557,82.0,267.0,20.0,101.1,0,0,1
71558,82.0,267.0,25.0,106.9,0,0,1
71559,82.0,267.0,30.0,110.56666666666666,0,0,1
71560,82.0,267.0,35.0,115.83333333333333,0,0,1
71561,82.0,267.0,40.0,121.86666666666666,0,0,1
71562,82.0,267.0,45.0,128.66666666666666,0,0,1
71563,82.0,267.0,50.0,130.3,0,0,1
71564,82.0,267.0,55.0,138.73333333333332,0,0,1
71565,82.0,267.0,60.0,138.66666666666666,0,0,1
71566,82.0,267.0,65.0,144.4,0,0,1
71567,82.0,267.0,70.0,149.26666666666668,0,0,1
71568,82.0,267.0,75.0,157.36666666666667,0,0,1
71569,82.0,267.0,80.0,166.6,0,0,1
71570,82.0,267.0,85.0,163.93333333333334,0,0,1
71571,82.0,267.0,90.0,173.66666666666666,0,0,1
71572,82.0,267.0,95.0,177.63333333333333,0,0,1
71573,82.0,267.0,100.0,182.96666666666667,0,0,1
71574,82.0,267.0,105.0,187.46666666666667,0,0,1
71575,82.0,267.0,110.0,189.03333333333333,0,0,1
71576,82.0,267.0,115.0,197.83333333333334,0,0,1
71577,82.0,267.0,120.0,199.7,0,0,1
71578,82.0,267.0,125.0,205.86666666666667,0,0,1
